open,close,high,low,volume
0.0799368045754979,0.0831482822332531,0.0820796660266222,0.0797135358536331,0.1171106235887372
0.0816034006693788,0.0825537707798443,0.0807085530637286,0.0805896584093776,0.0555464604328861
0.0853362832126129,0.0853310130230075,0.0840818056476501,0.0864995514365572,0.2683721898761771
0.0971033529073811,0.0919462528464644,0.0938553004199432,0.0925780313413581,0.1656671341942385
0.0930605543539334,0.0908982342534576,0.0946395370950766,0.0957096849617029,0.0887759974184031
0.087804088980779,0.0898551967404519,0.0890798317725864,0.0902380335689439,0.1186483654275935
0.0989060541898223,0.0968573587361245,0.0960649195775237,0.1000254477284502,0.3966181022544569
0.0977087709758181,0.1003676055064186,0.0998010909448311,0.0990883838532724,0.1451453561311742
0.1016216415182152,0.0981872700509752,0.0992378133933526,0.0975633149161073,0.1356396536134358
0.1005290347273604,0.1006833710507878,0.1021267455098551,0.0993437499464878,0.0818896753702556
0.0992505106821628,0.0985282374951541,0.1015067315283152,0.1032952179399481,0.0377859880279627
0.1003489313651968,0.0963824258495895,0.0987827864615851,0.1010626078194348,0.137494682811892
0.0954636190134146,0.0974868630635547,0.0997224177745566,0.0979009747516798,0.1847378141021969
0.0865365147235081,0.0887114300649529,0.0890395302124866,0.0893427785965903,0.2883303063579788
0.08075208437915,0.0811026763342522,0.0789483272736007,0.0813930557578319,0.0260711542850366
0.0817889835825607,0.0787079461705031,0.0820636660227624,0.078377882173346,0.0716795500310325
0.0721796285321226,0.0744429020021381,0.0745730041390851,0.0706490725595205,0.1048775792213987
0.0707276699568878,0.0757393957673086,0.0766897557780067,0.0711206304020825,0.1514947746206957
0.0719203643932976,0.0719696056442928,0.0743674001454241,0.0711646401418836,0.1387895130171033
0.0681664373811357,0.0662127092432487,0.0670804401512032,0.0682452041440091,0.1408234456884279
0.0753439240299608,0.0720183014657416,0.07693524311057,0.0760665297125804,0.1939808612391708
0.0710258801991471,0.0710977619825855,0.0726691918463529,0.0722172230194646,0.0841264135246492
0.0714047659793313,0.0713718460324656,0.0713845312368626,0.0724088335734848,0.2627043317196293
0.0687216834541757,0.0655812559962085,0.0685787153265278,0.0662947505639782,0.1968953294025336
0.0606229325789194,0.0634317725882826,0.0625969909175748,0.0635684687386996,0.1242916813397286
0.0639551574599979,0.0638649795081825,0.0667909104999932,0.066056282083326,0.3802811758147894
0.0605660565512818,0.0593598147383005,0.0608612976538612,0.0622960562468545,0.3711570410286355
0.0625088334291368,0.0607965025709968,0.0592593587504674,0.060231384368348,0.262519252156784
0.0583487355144982,0.0584823718616114,0.0577292447573606,0.059964055697751,0.0067318823615481
0.0582736743201956,0.0573720394051458,0.058342936245601,0.0580175368975736,0.3757517917670027
0.0512624814566396,0.055095004665129,0.0529155496078226,0.0511199929485947,0.242700669815938
0.0615887969497193,0.0620202159037805,0.0594960398486419,0.0642771072524264,0.4734978759818269
0.0636967339759669,0.0619678836871369,0.0627297850463041,0.0636975096610308,0.311367453047203
0.056837365927182,0.0578679730395253,0.0571579223389582,0.0558495185610516,0.375628255852013
0.0619481943144039,0.060988883392937,0.0609397755493489,0.063285634454413,0.2545737247039375
0.057956893558205,0.0562805400374017,0.0560355054891184,0.0558310120340099,0.3311444394048244
0.0572532147480915,0.057066381803267,0.0554401625712521,0.0601867304947512,0.4703874231495231
0.050789720643963,0.0496623936155902,0.0512770584105434,0.0541056781334112,0.1731192345403566
0.0439409127361659,0.0448409439606104,0.0452679526752059,0.0430685361543071,0.0504186043231241
0.0459761028653618,0.0455365870213796,0.0443252288385113,0.0453256846639511,0.1252766216815175
0.050070888935419,0.0481563599699622,0.0486055099338167,0.0475005625754455,0.1919172185018768
0.0498724548525786,0.0487732824303752,0.0498512472250048,0.0498469373955031,0.1589253247505093
0.0481098928917929,0.0483555239553371,0.0464162477792036,0.0469570180055705,0.0654260984770629
0.0484841728196465,0.0472703571604006,0.04614326982532,0.0475316690121035,0.0479583940100404
0.0440171649187304,0.0419739064069172,0.0413988107223698,0.0421592211117159,0.0941388112675834
0.0367427765800252,0.03947148940428,0.04144332434687,0.0375841209015838,0.2445053414239519
0.0406533899391863,0.0378932106007363,0.0415310633777027,0.0404988236256594,0.3760379380585187
0.0416944239378515,0.0414818418722014,0.0431523072977804,0.0406109855772393,0.2601047402878927
0.0442171816190116,0.0426729912638111,0.0448909234348837,0.045062044738635,0.2815978542467347
0.0393246621922358,0.0365194291729288,0.0397955759534091,0.0383030531941483,0.1444421890321922
0.0360678056021411,0.0376106982693575,0.0379222606908035,0.0375381664804751,0.0435090009013175
0.0358937388941495,0.0363056285409832,0.0374444702662019,0.0367553670643477,0.1139017434941592
0.0343276855301417,0.0340291629965896,0.0322513067429544,0.0356640100912234,0.1292133040220933
0.0355225337153603,0.0360583602440316,0.0370964669633623,0.0390234250421184,0.1108311454537456
0.0432928734416937,0.0395204777204124,0.0442864211022897,0.0395173654647711,0.1569828069096628
0.0420128647425085,0.0427122194248948,0.0430875083790509,0.0435276731688347,0.1978187501453264
0.0396192242633101,0.0397824291188201,0.039470447108435,0.0403632000365287,0.2508921968689077
0.039860521210467,0.0387210570748564,0.0383675186156194,0.0426071109674039,0.1276370990680539
0.0385747371279436,0.0398510875323084,0.0409710671818063,0.0423628105046176,0.0374552683342469
0.0433077644118117,0.0432009875476946,0.0445567465127855,0.0458947862929455,0.1118644335314619
0.0428721273793471,0.0415234593999139,0.0443412224335831,0.0424538684065147,0.1559343201782551
